CrashName,TimeStamp,Weather,RoadwaySurface,RoadwayCondition,Lighting
CR-0000085582,1/25/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000085550,1/22/21,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000085552,1/22/21,Clear,Wet,No Unusual Conditions,Dusk - Dawn
CR-0000085553,1/22/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085554,1/22/21,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085557,1/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085558,1/23/21,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000085560,1/23/21,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000091391,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091392,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091393,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091394,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091395,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091396,2/23/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091397,2/23/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091398,2/23/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091399,2/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091407,3/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091408,3/13/22,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000091409,3/13/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091410,3/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091412,3/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085562,1/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085563,1/23/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085564,1/23/21,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085568,1/24/21,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000085569,1/24/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085575,1/24/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085586,1/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085594,1/26/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085595,1/26/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085599,1/27/21,Rain,Wet,No Unusual Conditions,Dark - Street Light Not Functioning
CR-0000085605,1/27/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085583,1/25/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091413,3/13/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091414,3/11/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091415,3/11/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091416,3/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091434,3/31/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091435,3/31/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091437,3/31/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091438,3/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091439,3/30/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091449,3/30/22,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000091450,3/30/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091451,3/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091452,3/29/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000085584,1/25/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085587,1/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085588,1/25/21,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000085596,1/26/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085609,1/28/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085613,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085619,1/28/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085620,1/28/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085607,1/28/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085611,1/29/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085615,1/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085617,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091453,3/29/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091454,3/29/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000091455,3/28/22,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091456,3/28/22,Cloudy,Wet,No Unusual Conditions,Dark - No Street Light
CR-0000091457,3/28/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091459,3/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091460,3/26/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091461,3/26/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091462,3/26/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091463,3/26/22,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000091464,3/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091465,3/25/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085624,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085627,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085623,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085565,1/23/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085576,1/24/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085604,1/27/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085629,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085633,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085544,1/21/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085545,1/21/21,Clear,Dry,Construction - Repair Zone,Dark - Street Light
CR-0000085549,1/22/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085551,1/22/21,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091466,3/25/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091467,3/24/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091468,3/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091469,3/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091470,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091471,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091472,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091473,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091474,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091475,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091476,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091477,3/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091479,3/1/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091481,3/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085561,1/23/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085570,1/24/21,Cloudy,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000085628,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085630,1/29/21,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000085631,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085632,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085636,1/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085643,1/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085648,1/31/21,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000085649,1/31/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085655,1/31/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085638,1/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091480,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091478,3/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091482,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091483,3/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091484,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091485,3/23/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091486,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091487,3/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091488,3/1/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091489,3/22/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091490,3/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091491,3/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091492,3/2/22,Fog,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085644,1/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085650,1/31/21,Cloudy,Dry,No Unusual Conditions,Daylight
CR-0000085651,1/31/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085652,1/31/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085656,2/1/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085661,2/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085572,1/24/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085574,1/24/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085585,1/25/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085589,1/25/21,Wind,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085592,1/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085593,1/26/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085597,1/26/21,Rain,Wet,No Unusual Conditions,Dark - No Street Light
CR-0000085600,1/27/21,Wind,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085602,1/27/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085603,1/27/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085608,1/28/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000085610,1/29/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085634,1/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085639,1/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085641,1/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085647,1/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085653,1/31/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085658,2/1/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091493,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091494,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091495,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091496,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091497,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091498,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091499,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091500,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091501,3/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091502,3/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091503,3/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091504,3/11/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091505,3/11/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091506,3/19/22,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000085660,2/2/21,Clear,Wet,No Unusual Conditions,Daylight
CR-0000085612,1/29/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085618,2/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085621,1/28/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085625,1/29/21,Cloudy,Wet,Construction - Repair Zone,Dark - Street Light Not Functioning
CR-0000085626,1/29/21,Clear,Wet,No Unusual Conditions,Dusk - Dawn
CR-0000085635,1/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085637,1/29/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085640,1/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085642,1/30/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085646,1/30/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085654,1/31/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085659,2/1/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091507,3/19/22,Rain,Wet,No Unusual Conditions,Daylight
CR-0000091508,3/19/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091509,3/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091510,3/19/22,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091511,3/20/22,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091512,3/20/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091513,3/21/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091514,3/21/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091515,3/19/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091516,3/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091517,3/18/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091518,3/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091519,3/16/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085669,2/3/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085672,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085673,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085680,2/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085681,2/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085664,2/2/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085665,2/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085667,2/3/21,Clear,Dry,Construction - Repair Zone,Daylight
CR-0000085679,2/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085683,2/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085688,2/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085694,2/2/21,Rain,Wet,No Unusual Conditions,Daylight
CR-0000091520,3/16/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000091521,3/17/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091522,3/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091523,3/17/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091526,3/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091527,3/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091528,3/18/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091529,3/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091530,3/3/22,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091531,3/2/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091532,3/3/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091534,3/14/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085682,2/6/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085663,2/2/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085668,2/3/21,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085671,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085666,2/3/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085674,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085684,2/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085689,1/28/21,Rain,Wet,Flooded,Dark - Street Light
CR-0000085691,1/28/21,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000085695,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085675,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085676,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091535,3/14/22,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091536,3/14/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091537,3/14/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091538,3/14/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091539,3/5/22,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091540,3/5/22,Cloudy,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091541,3/5/22,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091542,3/5/22,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091543,3/5/22,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091544,3/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091545,3/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091546,3/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091547,3/5/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085677,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085687,2/3/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085690,1/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085692,2/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085696,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085701,2/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085702,2/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085703,2/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085705,2/5/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085706,2/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085707,2/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085693,2/2/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085698,2/4/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000091548,3/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091549,3/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091550,3/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091558,3/17/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091559,3/4/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091560,3/5/22,Cloudy,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091587,3/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091589,3/9/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091567,3/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091563,3/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091591,3/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091593,3/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091596,3/4/22,Clear,Wet,No Unusual Conditions,Dusk - Dawn
CR-0000091595,3/10/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091603,3/4/22,Rain,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091583,3/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091590,3/9/22,Clear,Dry,No Unusual Conditions,Dark - No Street Light
CR-0000091562,3/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091598,3/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091585,3/9/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091600,3/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091565,3/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091586,3/9/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091592,3/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091566,3/5/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085699,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085708,2/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085711,2/5/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000085712,2/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085713,2/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085715,2/6/21,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000085700,2/4/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085709,2/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085710,2/5/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085723,2/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085725,2/7/21,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000085726,2/8/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085697,2/4/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000085714,2/6/21,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091588,3/9/22,Clear,Dry,No Unusual Conditions,Dusk - Dawn
CR-0000091584,3/6/22,Clear,Dry,No Unusual Conditions,Dark - Street Light
CR-0000091597,3/4/22,Cloudy,Wet,No Unusual Conditions,Daylight
CR-0000091564,3/6/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091604,3/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091594,3/10/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091602,3/4/22,Clear,Wet,No Unusual Conditions,Dark - Street Light
CR-0000091599,3/4/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091630,4/15/22,Clear,Dry,No Unusual Conditions,Daylight
CR-0000091608,3/2/22,Clear,Dry,No Unusual Conditions,Daylight
